state,year,fertilizer,pesticide,avg_temp_c,total_rainfall_mm,avg_humidity_percent,n,p,k,ph,yield
jharkhand,2005,114491851.2,200494.4025,23.93,938.94,57.56,68,22,30,6.1,0.531363636
bihar,2006,66151608.93,113956.26,26.38,1046.45,55.74,85,30,25,7.2,0.962413793
bihar,2006,13976071.56,24075.92,26.38,1046.45,55.74,85,30,25,7.2,1.45173913
bihar,2006,349490036.6,602050.02,26.38,1046.45,55.74,85,30,25,7.2,1.482702703
chhattisgarh,2006,498748289.5,859170.18,26.26,1114.47,60.15,70,35,20,6.5,1.247222222
delhi,2006,942627.51,1623.82,26.36,651.79,43.48,90,40,30,7.5,2.82
gujarat,2006,83726676.0,144232.0,27.3,986.67,52.6,75,38,28,7.8,1.601875
gujarat,2006,4303827.0,7414.0,27.3,986.67,52.6,75,38,28,7.8,2.855555556
haryana,2006,133078417.6,229247.92,24.94,761.23,44.55,130,48,35,7.9,2.8545
himachal pradesh,2006,10115398.26,17425.32,21.73,855.31,48.18,60,20,40,6.0,1.750909091
madhya pradesh,2006,213788200.2,368282.86,25.49,1821.87,53.84,70,40,20,7.4,0.856666667
maharashtra,2006,190453923.0,328086.0,26.64,3370.1,69.14,75,43,26,7.1,1.166333333
maharashtra,2006,4852980.0,8360.0,26.64,3370.1,69.14,75,43,26,7.1,2.176
nagaland,2006,20903572.8,36009.6,18.97,710.77,67.81,56,16,36,5.8,1.595
nagaland,2006,127710.0,220.0,18.97,710.77,67.81,56,16,36,5.8,1.605
punjab,2006,334727910.0,576620.0,24.94,761.23,44.55,150,50,40,8.0,3.75
tripura,2006,32047419.69,55206.58,25.53,1808.32,73.73,62,20,35,5.9,2.4225
uttar pradesh,2006,753818108.7,1298566.94,26.3,945.42,50.66,120,45,35,7.6,1.846
uttar pradesh,2006,2321129.25,3998.5,26.3,945.42,50.66,120,45,35,7.6,1.995
uttarakhand,2006,34949374.02,60205.64,18.31,1074.79,54.87,80,24,38,6.4,1.645384615
uttarakhand,2006,1267266.33,2183.06,18.31,1074.79,54.87,80,24,38,6.4,3.145
jharkhand,2006,23452032.24,40399.711,23.54,1468.99,61.38,68,22,30,6.1,1.274545455
jharkhand,2006,127145952.2,219028.3414,23.54,1468.99,61.38,68,22,30,6.1,1.208181818
andhra pradesh,2007,343905200.0,412480.0,27.44,1067.72,72.52,78,45,22,6.8,3.094545455
andhra pradesh,2007,187560400.0,224960.0,27.44,1067.72,72.52,78,45,22,6.8,3.159090909
bihar,2007,69937084.4,83882.56,25.51,1373.75,61.57,85,30,25,7.2,0.617
bihar,2007,14732696.0,17670.4,25.51,1373.75,61.57,85,30,25,7.2,1.416666667
bihar,2007,379211511.0,454826.4,25.51,1373.75,61.57,85,30,25,7.2,1.260789474
chhattisgarh,2007,520644325.4,624460.96,26.24,1423.88,58.59,70,35,20,6.5,1.393888889
gujarat,2007,96848400.0,116160.0,27.27,1033.53,52.63,75,38,28,7.8,1.8325
gujarat,2007,4348840.0,5216.0,27.27,1033.53,52.63,75,38,28,7.8,3.043333333
haryana,2007,143077503.0,171607.2,24.61,893.56,44.46,130,48,35,7.9,3.191578947
himachal pradesh,2007,10481371.4,12571.36,21.4,925.42,47.22,60,20,40,6.0,1.686363636
madhya pradesh,2007,218097260.8,261585.92,25.34,1090.09,51.64,70,40,20,7.4,0.875
maharashtra,2007,204809020.0,245648.0,26.85,2694.23,67.76,75,43,26,7.1,1.377241379
maharashtra,2007,5522760.0,6624.0,26.85,2694.23,67.76,75,43,26,7.1,2.486
meghalaya,2007,4349373.6,5216.64,17.69,2709.54,81.21,52,16,33,5.6,1.498571429
meghalaya,2007,1540236.4,1847.36,17.69,2709.54,81.21,52,16,33,5.6,2.022857143
meghalaya,2007,8293478.0,9947.2,17.69,2709.54,81.21,52,16,33,5.6,1.812857143
nagaland,2007,22144400.0,26560.0,18.26,999.96,71.1,56,16,36,5.8,1.8275
nagaland,2007,200100.0,240.0,18.26,999.96,71.1,56,16,36,5.8,1.66
punjab,2007,348174000.0,417600.0,24.61,893.56,44.46,150,50,40,8.0,3.968
tripura,2007,33736459.8,40463.52,24.78,2737.78,76.28,62,20,35,5.9,2.4375
uttar pradesh,2007,759117902.6,910486.24,25.64,1067.29,53.71,120,45,35,7.6,1.962
uttar pradesh,2007,2514456.6,3015.84,25.64,1067.29,53.71,120,45,35,7.6,2.152142857
uttarakhand,2007,34657987.0,41568.8,18.07,1427.79,54.33,80,24,38,6.4,1.709230769
uttarakhand,2007,1649357.6,1978.24,18.07,1427.79,54.33,80,24,38,6.4,3.423333333
jharkhand,2007,24455310.88,29331.7072,23.02,1361.99,64.76,68,22,30,6.1,0.899047619
jharkhand,2007,135365134.1,162356.9824,23.02,1361.99,64.76,68,22,30,6.1,1.306363636
bihar,2008,78224570.88,49218.48,25.16,1575.54,65.17,85,30,25,7.2,1.230344828
bihar,2008,15094439.04,9497.34,25.16,1575.54,65.17,85,30,25,7.2,1.641
bihar,2008,406644840.0,255858.75,25.16,1575.54,65.17,85,30,25,7.2,1.545789474
chhattisgarh,2008,561977697.6,353593.35,25.93,1042.28,59.47,70,35,20,6.5,1.198333333
gujarat,2008,103289184.0,64989.0,27.35,620.73,47.0,75,38,28,7.8,1.615294118
gujarat,2008,3604608.0,2268.0,27.35,620.73,47.0,75,38,28,7.8,2.921111111
haryana,2008,173242753.0,109003.41,23.49,1417.62,51.64,130,48,35,7.9,2.569
himachal pradesh,2008,11115495.36,6993.81,20.46,1518.43,54.07,60,20,40,6.0,1.6
madhya pradesh,2008,244105913.3,153590.13,24.96,928.64,51.7,70,40,20,7.4,0.911020408
maharashtra,2008,214488480.0,134955.0,26.48,2602.54,66.57,75,43,26,7.1,1.170740741
maharashtra,2008,3146880.0,1980.0,26.48,2602.54,66.57,75,43,26,7.1,2.421111111
manipur,2008,30180009.6,18989.1,20.17,1224.95,74.69,58,17,37,5.9,2.134444444
nagaland,2008,24760224.0,15579.0,18.04,1168.99,74.37,56,16,36,5.8,1.964545455
punjab,2008,391214400.0,246150.0,23.49,1417.62,51.64,150,50,40,8.0,3.9855
tripura,2008,34753856.64,21866.94,25.19,1532.09,75.42,62,20,35,5.9,2.525
uttar pradesh,2008,859922293.4,541058.49,25.03,1606.05,58.94,120,45,35,7.6,2.124428571
uttar pradesh,2008,3092667.84,1945.89,25.03,1606.05,58.94,120,45,35,7.6,2.095
uttarakhand,2008,39437701.44,24813.99,17.53,1418.98,57.88,80,24,38,6.4,1.627692308
uttarakhand,2008,1810028.16,1138.86,17.53,1418.98,57.88,80,24,38,6.4,3.1
jharkhand,2008,26951930.08,16958.0097,23.02,1388.34,64.42,68,22,30,6.1,0.868695652
jharkhand,2008,144246851.4,90759.3444,23.02,1388.34,64.42,68,22,30,6.1,1.39125
bihar,2009,81944179.8,89401.3,26.68,774.6,52.65,85,30,25,7.2,0.905666667
bihar,2009,14909169.24,16265.94,26.68,774.6,52.65,85,30,25,7.2,1.492083333
bihar,2009,389933005.6,425417.86,26.68,774.6,52.65,85,30,25,7.2,1.105526316
chhattisgarh,2009,597976390.2,652393.7,27.17,1075.52,54.21,70,35,20,6.5,1.106666667
gujarat,2009,102607470.0,111945.0,28.45,580.29,44.88,75,38,28,7.8,1.693529412
gujarat,2009,3272220.0,3570.0,28.45,580.29,44.88,75,38,28,7.8,3.034444444
haryana,2009,187986701.7,205093.95,24.82,838.16,42.83,130,48,35,7.9,2.673809524
himachal pradesh,2009,11871302.52,12951.62,21.67,861.19,45.16,60,20,40,6.0,1.484545455
maharashtra,2009,225939000.0,246500.0,27.21,2277.28,66.66,75,43,26,7.1,1.106071429
maharashtra,2009,3209892.0,3502.0,27.21,2277.28,66.66,75,43,26,7.1,2.251111111
manipur,2009,17746339.8,19361.3,20.82,1168.24,71.73,58,17,37,5.9,1.923333333
nagaland,2009,26266577.4,28656.9,18.39,1134.66,73.56,56,16,36,5.8,1.393636364
punjab,2009,436607640.0,476340.0,24.82,838.16,42.83,150,50,40,8.0,3.9775
tripura,2009,38259731.16,41741.46,25.68,1954.75,73.58,62,20,35,5.9,2.5225
uttar pradesh,2009,802168527.7,875167.82,25.81,981.43,54.21,120,45,35,7.6,2.00971831
uttar pradesh,2009,3847974.9,4198.15,25.81,981.43,54.21,120,45,35,7.6,2.13
uttarakhand,2009,42166138.56,46003.36,18.52,965.68,49.98,80,24,38,6.4,1.613846154
uttarakhand,2009,2146420.5,2341.75,18.52,965.68,49.98,80,24,38,6.4,2.85
jharkhand,2009,24504564.84,26734.54,23.86,1139.94,58.04,68,22,30,6.1,0.515217391
jharkhand,2009,128674130.3,140383.79,23.86,1139.94,58.04,68,22,30,6.1,0.58625
west bengal,2009,33355140.84,36390.54,26.05,1553.26,72.3,85,40,45,6.2,2.095
west bengal,2009,222776321.5,243049.51,26.05,1553.26,72.3,85,40,45,6.2,2.79
west bengal,2009,621149940.6,677676.1,26.05,1553.26,72.3,85,40,45,6.2,2.346111111
madhya pradesh,2009,248232323.2,270822.07,25.85,1129.49,52.33,70,40,20,7.4,0.906041667
bihar,2010,82260661.98,118852.32,27.1,779.79,52.49,85,30,25,7.2,0.919642857
bihar,2010,14030481.15,20271.6,27.1,779.79,52.49,85,30,25,7.2,1.827916667
bihar,2010,376352935.3,543764.4,27.1,779.79,52.49,85,30,25,7.2,0.979210526
chhattisgarh,2010,654107293.6,945071.04,27.07,1195.15,56.89,70,35,20,6.5,1.702222222
gujarat,2010,120977913.0,174792.0,27.65,1150.46,54.22,75,38,28,7.8,1.8275
gujarat,2010,13255578.0,19152.0,27.65,1150.46,54.22,75,38,28,7.8,2.987777778
haryana,2010,206521406.9,298387.44,24.57,1351.9,48.87,130,48,35,7.9,2.561428571
himachal pradesh,2010,12529012.86,18102.24,21.63,1382.72,50.07,60,20,40,6.0,1.561818182
madhya pradesh,2010,261379898.8,377648.4,25.75,929.07,55.24,70,40,20,7.4,1.211666667
maharashtra,2010,246872682.0,356688.0,26.97,3131.39,71.61,75,43,26,7.1,1.3116
maharashtra,2010,4900245.0,7080.0,26.97,3131.39,71.61,75,43,26,7.1,2.388888889
manipur,2010,35328274.8,51043.2,20.19,1785.18,77.53,58,17,37,5.9,1.945555556
mizoram,2010,4744433.82,6854.88,22.98,2243.19,79.87,54,15,34,5.7,0.92625
mizoram,2010,2013751.53,2909.52,22.98,2243.19,79.87,54,15,34,5.7,1.495
mizoram,2010,1162.77,1.68,22.98,2243.19,79.87,54,15,34,5.7,0.86
nagaland,2010,29909766.6,43214.4,18.12,1662.35,76.28,56,16,36,5.8,2.051818182
nagaland,2010,220926.3,319.2,18.12,1662.35,76.28,56,16,36,5.8,2.38
punjab,2010,470257410.0,679440.0,24.57,1351.9,48.87,150,50,40,8.0,3.834
tamil nadu,2010,316560145.9,457374.24,27.83,1361.98,75.53,80,38,30,6.6,3.597419355
tripura,2010,43945729.38,63493.92,25.5,2054.22,76.54,62,20,35,5.9,2.5725
uttar pradesh,2010,935523048.4,1351667.76,26.2,930.36,54.63,120,45,35,7.6,2.052916667
uttar pradesh,2010,4172849.31,6029.04,26.2,930.36,54.63,120,45,35,7.6,2.032222222
uttarakhand,2010,44918801.76,64899.84,18.67,1784.83,53.6,80,24,38,6.4,1.540769231
uttarakhand,2010,2537662.47,3666.48,18.67,1784.83,53.6,80,24,38,6.4,2.25
jammu and kashmir,2010,43412350.17,62723.28,9.68,870.52,52.64,70,25,42,6.7,1.874
west bengal,2010,35237246.52,50911.68,26.24,1356.15,72.9,85,40,45,6.2,2.081666667
west bengal,2010,227552760.1,328774.08,26.24,1356.15,72.9,85,40,45,6.2,3.123888889
west bengal,2010,558482085.4,806909.28,26.24,1356.15,72.9,85,40,45,6.2,2.487222222
bihar,2011,95552905.44,188231.01,25.78,1038.06,58.62,85,30,25,7.2,1.546774194
bihar,2011,16108723.2,31732.8,25.78,1038.06,58.62,85,30,25,7.2,1.736190476
bihar,2011,449687170.1,885845.07,25.78,1038.06,58.62,85,30,25,7.2,2.491578947
chhattisgarh,2011,659999651.5,1300142.58,25.56,1521.67,62.28,70,35,20,6.5,1.527777778
gujarat,2011,125857776.0,247929.0,27.33,721.98,50.81,75,38,28,7.8,1.951666667
gujarat,2011,14105184.0,27786.0,27.33,721.98,50.81,75,38,28,7.8,3.122222222
haryana,2011,206735426.9,407251.02,23.37,1247.88,53.91,130,48,35,7.9,2.63047619
himachal pradesh,2011,12571203.36,24764.19,20.45,1302.73,55.41,60,20,40,6.0,1.545454545
madhya pradesh,2011,283650057.1,558766.23,24.92,1520.33,54.99,70,40,20,7.4,1.400416667
maharashtra,2011,254027328.0,500412.0,26.51,2598.42,68.45,75,43,26,7.1,1.319642857
maharashtra,2011,4657056.0,9174.0,26.51,2598.42,68.45,75,43,26,7.1,2.427777778
manipur,2011,37469198.4,73811.1,19.84,1512.52,77.26,58,17,37,5.9,2.34
mizoram,2011,4326371.52,8522.58,22.61,1855.02,78.59,54,15,34,5.7,1.04125
mizoram,2011,2127504.0,4191.0,22.61,1855.02,78.59,54,15,34,5.7,2.03125
mizoram,2011,75384.0,148.5,22.61,1855.02,78.59,54,15,34,5.7,2.3775
nagaland,2011,29994456.0,59086.5,17.62,1416.22,77.45,56,16,36,5.8,2.049090909
nagaland,2011,423825.6,834.9,17.62,1416.22,77.45,56,16,36,5.8,2.34
punjab,2011,472071360.0,929940.0,23.37,1247.88,53.91,150,50,40,8.0,3.7495
tripura,2011,44560152.48,87779.67,25.2,1629.61,74.09,62,20,35,5.9,2.63
uttar pradesh,2011,992161155.4,1954472.19,25.29,1188.78,57.14,120,45,35,7.6,2.294444444
uttar pradesh,2011,3960507.84,7801.86,25.29,1188.78,57.14,120,45,35,7.6,2.335909091
uttarakhand,2011,43776158.88,86235.27,17.27,1594.41,60.7,80,24,38,6.4,1.684615385
uttarakhand,2011,2291673.6,4514.4,17.27,1594.41,60.7,80,24,38,6.4,3.31
jharkhand,2011,25237558.08,49715.82,23.17,1642.21,63.4,68,22,30,6.1,0.79173913
jharkhand,2011,139384513.4,274575.51,23.17,1642.21,63.4,68,22,30,6.1,1.554166667
west bengal,2011,35676901.92,70280.43,25.68,1715.87,73.59,85,40,45,6.2,2.072222222
west bengal,2011,204554651.5,402955.08,25.68,1715.87,73.59,85,40,45,6.2,3.035
west bengal,2011,670021870.6,1319885.49,25.68,1715.87,73.59,85,40,45,6.2,2.475555556
bihar,2012,81495939.2,167531.44,25.74,991.23,54.72,85,30,25,7.2,1.743793103
bihar,2012,15851643.6,32586.27,25.74,991.23,54.72,85,30,25,7.2,2.396086957
bihar,2012,400124576.8,822537.26,25.74,991.23,54.72,85,30,25,7.2,2.567894737
chhattisgarh,2012,600511537.6,1234473.32,26.0,1537.64,59.4,70,35,20,6.5,1.91962963
gujarat,2012,101337600.0,208320.0,27.41,545.72,45.45,75,38,28,7.8,1.98
gujarat,2012,4388280.0,9021.0,27.41,545.72,45.45,75,38,28,7.8,2.943
haryana,2012,181903254.0,373939.05,24.1,851.78,44.99,130,48,35,7.9,3.041
himachal pradesh,2012,11367304.0,23367.8,21.07,878.81,48.09,60,20,40,6.0,1.577272727
madhya pradesh,2012,270106475.6,555258.67,24.91,1151.49,50.65,70,40,20,7.4,1.631041667
maharashtra,2012,230437480.0,473711.0,26.44,1824.51,66.28,75,43,26,7.1,1.316153846
maharashtra,2012,4659720.0,9579.0,26.44,1824.51,66.28,75,43,26,7.1,2.38
manipur,2012,18501652.0,38033.9,20.18,1379.58,76.1,58,17,37,5.9,1.937777778
mizoram,2012,3725664.8,7658.86,22.85,1767.63,76.93,54,15,34,5.7,1.095
mizoram,2012,2160964.0,4442.3,22.85,1767.63,76.93,54,15,34,5.7,2.2925
mizoram,2012,46144.8,94.86,22.85,1767.63,76.93,54,15,34,5.7,2.3525
nagaland,2012,27110824.0,55731.8,17.95,1329.04,76.09,56,16,36,5.8,2.15
nagaland,2012,535340.0,1100.5,17.95,1329.04,76.09,56,16,36,5.8,2.52
punjab,2012,429629200.0,883190.0,24.1,851.78,44.99,150,50,40,8.0,3.923636364
tamil nadu,2012,225186020.8,462915.56,27.97,1004.69,71.44,80,38,30,6.6,3.293225806
tripura,2012,38415244.4,78970.33,25.04,1717.8,74.19,62,20,35,5.9,2.78
uttar pradesh,2012,880264538.4,1809562.38,25.28,1108.06,53.41,120,45,35,7.6,2.4092
